Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	27.337276825347175	41.0	236.5966832940347	264	9.090909090909092	0.748966
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	25.92314137643082	41.0	239.3780378548559	274	9.090909090909092	0.748966
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	23.76610774584988	40.0	235.72709122609035	264	9.090909090909092	0.669918
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	22.69856957690331	40.0	237.96579581381602	274	9.090909090909092	0.669918
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	24.353650354142587	40.0	249.7236398022888	294	9.090909090909092	0.6429579999999999
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	21.430245356823903	41.0	253.6591169252113	301	9.090909090909092	0.6429579999999999
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	23.452587808587353	41.0	243.84231772599264	294	9.090909090909092	0.6267349999999999
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	28.709553364922286	40.0	236.36664694982466	274	9.090909090909092	0.828395
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	24.859394502087923	41.0	239.45269949722052	294	18.181818181818183	0.828395
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	30.083033081206125	40.0	241.04934980238266	284	9.090909090909092	0.8893449999999999
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	29.035352604471953	40.0	243.33058183197284	294	9.090909090909092	0.825307
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	23.85363463081528	41.0	246.6190872002782	301	9.090909090909092	0.825307
SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	31.876732628879225	40.0	247.18794093719853	294	9.090909090909092	0.8997879999999999
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	33.92427067021009	40.0	238.99489960150368	274	9.090909090909092	1.071779
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	29.106223641643027	41.0	241.8815544062722	294	9.090909090909092	1.071779
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	29.220136877572827	40.0	240.1983362725494	284	9.090909090909092	0.8386589999999999
