Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR27013290_2	(1.0, 58.229406470071766)	(2.0, 18.998769185303214)	(3.0, 8.931053714200022)	(4.0, 4.6945774838969205)	(5.0, 2.6086815592404404)	(6.0, 1.624782873830728)	(7.0, 1.0319343956794518)	(8.0, 0.7177627360287164)	(9.0, 0.4383438954995927)	('>10', 2.4705141950391503)	('>50', 0.23792608160229525)	('>100', 0.016247409607606296)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013291_1	(1.0, 50.95785642244282)	(2.0, 20.568077862030805)	(3.0, 10.141338168717699)	(4.0, 5.954996945035516)	(5.0, 3.3245450171566917)	(6.0, 2.1701272009479466)	(7.0, 1.3995881727159187)	(8.0, 0.9494821625188825)	(9.0, 0.6798041592253451)	('>10', 3.36512875035588)	('>50', 0.4294842559951992)	('>100', 0.0595708828572668)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013291_2	(1.0, 55.45253268566174)	(2.0, 19.361543635092204)	(3.0, 9.49272433786764)	(4.0, 5.135072595084402)	(5.0, 2.991893656167522)	(6.0, 1.8082654794472872)	(7.0, 1.1871894685994746)	(8.0, 0.8190228523560104)	(9.0, 0.5574646990293397)	('>10', 2.8562286873432425)	('>50', 0.3014609088135819)	('>100', 0.036600994537577744)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013292_1	(1.0, 64.75307013784362)	(2.0, 18.823461109992323)	(3.0, 7.129568300497908)	(4.0, 3.306760065682962)	(5.0, 1.713363357737992)	(6.0, 0.9608367424600185)	(7.0, 0.6569563926910805)	(8.0, 0.4141253252095918)	(9.0, 0.35095960746767285)	('>10', 1.8491865010782322)	('>50', 0.04171245933861006)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013292_2	(1.0, 70.6112892943435)	(2.0, 16.504798442954367)	(3.0, 6.010783606836927)	(4.0, 2.50592621441549)	(5.0, 1.320145408151743)	(6.0, 0.7191071229501269)	(7.0, 0.5023630107172984)	(8.0, 0.3230255836492104)	(9.0, 0.22796219647128993)	('>10', 1.2243706851046925)	('>50', 0.05022843440534271)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013293_1	(1.0, 49.60229046893373)	(2.0, 20.627995982405398)	(3.0, 10.763886220584158)	(4.0, 5.986717514797142)	(5.0, 3.5913291839920083)	(6.0, 2.278002389489292)	(7.0, 1.4795168384030082)	(8.0, 1.0242861730998594)	(9.0, 0.6881860435591781)	('>10', 3.4618936184000813)	('>50', 0.4301567745853345)	('>100', 0.06573879175079238)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013293_2	(1.0, 53.6786999495691)	(2.0, 19.627230885959367)	(3.0, 9.86878255666902)	(4.0, 5.589899500201299)	(5.0, 3.196897486966563)	(6.0, 1.9710201495570858)	(7.0, 1.2457185545421217)	(8.0, 0.863581035792044)	(9.0, 0.6339956725925041)	('>10', 2.9215456306673078)	('>50', 0.3641103516330914)	('>100', 0.0385182258505319)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013294_1	(1.0, 50.34311014567776)	(2.0, 20.545270172391536)	(3.0, 10.672194976584553)	(4.0, 5.830116702523463)	(5.0, 3.532443038343098)	(6.0, 2.2445156127614414)	(7.0, 1.4866331213936532)	(8.0, 1.0107390772456137)	(9.0, 0.676412092925686)	('>10', 3.2540678027417878)	('>50', 0.35984123190822376)	('>100', 0.04465602550317713)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013294_2	(1.0, 58.20565257341473)	(2.0, 18.700581938140765)	(3.0, 8.97667707637383)	(4.0, 4.811856089929427)	(5.0, 2.7690598954804546)	(6.0, 1.6471356432874027)	(7.0, 1.037158968566024)	(8.0, 0.7388163519182104)	(9.0, 0.46305906596324603)	('>10', 2.40748446397266)	('>50', 0.21946451135339992)	('>100', 0.023053421599824982)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013295_1	(1.0, 58.45636720152625)	(2.0, 19.974019798698244)	(3.0, 9.0108105574919)	(4.0, 4.340197564773173)	(5.0, 2.3300926625830236)	(6.0, 1.3630624360488448)	(7.0, 0.8835388169419667)	(8.0, 0.5391543479109174)	(9.0, 0.3695171292510322)	('>10', 2.4683718864938635)	('>50', 0.24774126528156823)	('>100', 0.01712633299920257)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013295_2	(1.0, 62.60535296754707)	(2.0, 18.6374552405865)	(3.0, 7.8796438334526835)	(4.0, 3.801591704273847)	(5.0, 2.0322020743125297)	(6.0, 1.1641998263678266)	(7.0, 0.7455453061864334)	(8.0, 0.4677385996883452)	(9.0, 0.35439190678293364)	('>10', 2.135182069148235)	('>50', 0.17669647165361274)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013296_1	(1.0, 62.01094125879016)	(2.0, 19.659361170077645)	(3.0, 7.924643375104903)	(4.0, 3.63834665470026)	(5.0, 2.0071751515766163)	(6.0, 1.11344784790029)	(7.0, 0.7072741299461046)	(8.0, 0.41587061162022276)	(9.0, 0.2864230835432674)	('>10', 2.1348548660481437)	('>50', 0.1016618506923973)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013296_2	(1.0, 66.7265650318594)	(2.0, 17.6208428785602)	(3.0, 7.027648774023447)	(4.0, 3.239695066101379)	(5.0, 1.4838108442359803)	(6.0, 0.8816563779189261)	(7.0, 0.5744956440290493)	(8.0, 0.3570694483608545)	(9.0, 0.24119980237509436)	('>10', 1.786350136828442)	('>50', 0.06066599570725994)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013297_1	(1.0, 55.8079921468352)	(2.0, 20.234111503279184)	(3.0, 9.527725019299458)	(4.0, 4.920128548611638)	(5.0, 2.7681846410377116)	(6.0, 1.5661679032499223)	(7.0, 1.0610122416401238)	(8.0, 0.6501060600201463)	(9.0, 0.47585749333338423)	('>10', 2.6220464511089445)	('>50', 0.3216236787108739)	('>100', 0.04504431287343685)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013297_2	(1.0, 61.262080053741805)	(2.0, 18.617534369179303)	(3.0, 8.246424192678624)	(4.0, 4.144507043696042)	(5.0, 2.2589901265711245)	(6.0, 1.3589243727042317)	(7.0, 0.8379562290217324)	(8.0, 0.4880298124167387)	(9.0, 0.36095278680343373)	('>10', 2.1948521243597305)	('>50', 0.21687031547151758)	('>100', 0.012878573355731573)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013298_1	(1.0, 59.98961336599731)	(2.0, 19.939399316492892)	(3.0, 8.870377696575622)	(4.0, 4.106168747266643)	(5.0, 2.189045685891111)	(6.0, 1.2745763648846489)	(7.0, 0.794281191225908)	(8.0, 0.4930837892568902)	(9.0, 0.32721712411115567)	('>10', 1.8658608692681342)	('>50', 0.1503758490297011)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013298_2	(1.0, 60.76966272608839)	(2.0, 18.7817982183278)	(3.0, 8.61108932057405)	(4.0, 4.357051021974829)	(5.0, 2.20916541108248)	(6.0, 1.3899556231213428)	(7.0, 0.8555745769704467)	(8.0, 0.5251203439526299)	(9.0, 0.3890057602165561)	('>10', 1.985837728694448)	('>50', 0.1122765406117118)	('>100', 0.013462728385339132)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013299_1	(1.0, 55.695267048202126)	(2.0, 20.36521522234195)	(3.0, 9.539453445571757)	(4.0, 4.862183708519197)	(5.0, 2.6347888435276126)	(6.0, 1.5736388099771121)	(7.0, 1.060764155151647)	(8.0, 0.6959443163335148)	(9.0, 0.48671708067907665)	('>10', 2.7006193018727824)	('>50', 0.3385124335699775)	('>100', 0.04689563425322328)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013299_2	(1.0, 61.613561434202666)	(2.0, 18.578350294919343)	(3.0, 7.950716415413436)	(4.0, 4.152644242757818)	(5.0, 2.1961696914104727)	(6.0, 1.3144258482464695)	(7.0, 0.7846103835453829)	(8.0, 0.5188858665085769)	(9.0, 0.3851854019547713)	('>10', 2.2460818194946692)	('>50', 0.24454753860086687)	('>100', 0.014821062945507082)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013300_1	(1.0, 61.65646762094013)	(2.0, 19.56465962983427)	(3.0, 8.30045030420701)	(4.0, 3.9191317758571147)	(5.0, 2.004397929335072)	(6.0, 1.1038110719350431)	(7.0, 0.7214125892345303)	(8.0, 0.4778347023135042)	(9.0, 0.2855552992909913)	('>10', 1.8361219226216068)	('>50', 0.13015715443074244)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013300_2	(1.0, 62.34147669926834)	(2.0, 18.598855869512494)	(3.0, 8.033873922376173)	(4.0, 3.9701001349831913)	(5.0, 2.0794661214635686)	(6.0, 1.2354083051121951)	(7.0, 0.7697415474687711)	(8.0, 0.5006891289780374)	(9.0, 0.3663852043218937)	('>10', 1.9728588920404906)	('>50', 0.13114417447488183)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013301_1	(1.0, 57.891950144858775)	(2.0, 20.31855471385851)	(3.0, 8.788239534363065)	(4.0, 4.427206387312456)	(5.0, 2.414758433785228)	(6.0, 1.3766887723724235)	(7.0, 0.9560430282132311)	(8.0, 0.6011450577849421)	(9.0, 0.4149172538482142)	('>10', 2.4598414822789207)	('>50', 0.333176213229103)	('>100', 0.01747897809515068)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013301_2	(1.0, 63.55941060797282)	(2.0, 18.157308822597066)	(3.0, 7.6548888635435)	(4.0, 3.7176817505733464)	(5.0, 1.9903171052216955)	(6.0, 1.204534439443308)	(7.0, 0.6630750233246516)	(8.0, 0.449367859311219)	(9.0, 0.32265622253647747)	('>10', 2.0792665011292333)	('>50', 0.18776383571385769)	('>100', 0.013728968632841206)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013302_1	(1.0, 57.166744692861414)	(2.0, 20.46832160744253)	(3.0, 9.309348214979877)	(4.0, 4.569135308282302)	(5.0, 2.4567840699806434)	(6.0, 1.4249453798727465)	(7.0, 0.894250996235919)	(8.0, 0.6387219369248618)	(9.0, 0.4270719202118479)	('>10', 2.3807246611608073)	('>50', 0.24555383811925507)	('>100', 0.01839737392776937)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013302_2	(1.0, 62.762033280777494)	(2.0, 18.38737811406732)	(3.0, 8.023791667687412)	(4.0, 3.8862225379973263)	(5.0, 2.0199967527334164)	(6.0, 1.1464536449424392)	(7.0, 0.7629528518912749)	(8.0, 0.4474019956124678)	(9.0, 0.33559836045776464)	('>10', 2.0283365963321995)	('>50', 0.19983419750086678)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013303_1	(1.0, 56.704305203441066)	(2.0, 20.370795814288453)	(3.0, 9.486096652987811)	(4.0, 4.668234530002968)	(5.0, 2.4647631261254)	(6.0, 1.5533807227594993)	(7.0, 0.934379504735478)	(8.0, 0.6238804234580513)	(9.0, 0.4305262753051712)	('>10', 2.4694613758858375)	('>50', 0.27737001500484704)	('>100', 0.016806356005460436)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013303_2	(1.0, 62.98586438639998)	(2.0, 18.18659201517278)	(3.0, 7.89809132464739)	(4.0, 3.9117355372293043)	(5.0, 2.060249977841024)	(6.0, 1.2272176160972197)	(7.0, 0.7090303048334764)	(8.0, 0.48693492562574636)	(9.0, 0.31317892904686406)	('>10', 2.038072804249893)	('>50', 0.15391935725506353)	('>100', 0.029112821601254595)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013304_1	(1.0, 51.708539853144345)	(2.0, 20.489090490263834)	(3.0, 10.245883342228398)	(4.0, 5.419512820680102)	(5.0, 3.289239973744461)	(6.0, 1.9844910321746778)	(7.0, 1.2765159357183946)	(8.0, 0.8445164895202237)	(9.0, 0.6270599967503608)	('>10', 3.495887663121662)	('>50', 0.43015123644209685)	('>100', 0.18911116621147317)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013304_2	(1.0, 57.36340036080241)	(2.0, 18.934406313978428)	(3.0, 9.091126566727405)	(4.0, 4.673696372395638)	(5.0, 2.696811763428485)	(6.0, 1.673928873169039)	(7.0, 0.9962872386686673)	(8.0, 0.7008029730769644)	(9.0, 0.45201536765685874)	('>10', 2.9562975730329373)	('>50', 0.36082143099126984)	('>100', 0.10040516607190847)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013305_1	(1.0, 66.03317461113869)	(2.0, 18.44629696236037)	(3.0, 7.0461409466802545)	(4.0, 3.2169500454545683)	(5.0, 1.5265122970865863)	(6.0, 0.891734736085684)	(7.0, 0.4792044730501489)	(8.0, 0.349265336209567)	(9.0, 0.260553205579369)	('>10', 1.685129045993868)	('>50', 0.06503834036087999)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013305_2	(1.0, 68.06371165987063)	(2.0, 17.175720713642963)	(3.0, 6.557546908512091)	(4.0, 3.0432103598561797)	(5.0, 1.4839493932875971)	(6.0, 0.8477549893898836)	(7.0, 0.5142770931830831)	(8.0, 0.3293396541067639)	(9.0, 0.257518097599029)	('>10', 1.60673485846699)	('>50', 0.12023627208478356)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013306_1	(1.0, 61.833173473864115)	(2.0, 19.57238448595802)	(3.0, 8.138828624888232)	(4.0, 3.8350067924428943)	(5.0, 2.012914405315475)	(6.0, 1.0612263271856042)	(7.0, 0.6474317224933551)	(8.0, 0.44710540705947416)	(9.0, 0.3184521953883955)	('>10', 1.9298307439275086)	('>50', 0.188012968834428)	('>100', 0.015632852642506266)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013306_2	(1.0, 61.84622932204115)	(2.0, 18.733696172096796)	(3.0, 8.242695246993998)	(4.0, 4.000861528325608)	(5.0, 2.1096209099371053)	(6.0, 1.1834530284776243)	(7.0, 0.7482169403629443)	(8.0, 0.45426003255913106)	(9.0, 0.347955406852489)	('>10', 2.1125021804067594)	('>50', 0.20637224787442943)	('>100', 0.014136984071989121)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013307_1	(1.0, 61.94599204120145)	(2.0, 19.97439475380055)	(3.0, 8.253851199132033)	(4.0, 3.6865063469428776)	(5.0, 1.8339809257876225)	(6.0, 1.0134631376416343)	(7.0, 0.5934397453678842)	(8.0, 0.38947312631215436)	(9.0, 0.26016275609373324)	('>10', 1.9594973113060639)	('>50', 0.08923865641399739)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013307_2	(1.0, 68.07283954059797)	(2.0, 17.373310373906143)	(3.0, 6.776905938378035)	(4.0, 3.0996317892735212)	(5.0, 1.4037743006674803)	(6.0, 0.7759707632246703)	(7.0, 0.44892138299698486)	(8.0, 0.3027453773961977)	(9.0, 0.23352269916381946)	('>10', 1.4712579518226008)	('>50', 0.0411198825726094)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013308_1	(1.0, 62.98551366126732)	(2.0, 19.502626540334173)	(3.0, 7.791304924948575)	(4.0, 3.5805005606123896)	(5.0, 1.9224274203929428)	(6.0, 0.9728573337727444)	(7.0, 0.6174959548603683)	(8.0, 0.40251951482734616)	(9.0, 0.2818237430600919)	('>10', 1.8160288049016617)	('>50', 0.12690154102244733)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013308_2	(1.0, 64.05175849966442)	(2.0, 18.64591745946443)	(3.0, 7.493298330249192)	(4.0, 3.5438452902603945)	(5.0, 1.8622820123125434)	(6.0, 1.061741831904681)	(7.0, 0.639013214227063)	(8.0, 0.409666554191351)	(9.0, 0.28274507507035124)	('>10', 1.8962411600482505)	('>50', 0.1134905726073266)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013309_1	(1.0, 61.748900592366894)	(2.0, 19.416229396655822)	(3.0, 8.155799995479862)	(4.0, 3.9916750205644993)	(5.0, 2.027520783511441)	(6.0, 1.2080993610484896)	(7.0, 0.7452586718531177)	(8.0, 0.4110871954792531)	(9.0, 0.3665891612331205)	('>10', 1.831596434226002)	('>50', 0.09724338758153125)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013309_2	(1.0, 63.913328826172865)	(2.0, 18.349279447097903)	(3.0, 7.6445647035493085)	(4.0, 3.605489660040521)	(5.0, 2.0053829339428604)	(6.0, 1.113672099614936)	(7.0, 0.680447049118918)	(8.0, 0.4477271103566722)	(9.0, 0.3225611287859768)	('>10', 1.8290087933188994)	('>50', 0.08853824800118128)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013310_1	(1.0, 64.03579940748241)	(2.0, 19.38201795638222)	(3.0, 7.530868731433314)	(4.0, 3.6031305006110417)	(5.0, 1.705342835770248)	(6.0, 1.0144888721396084)	(7.0, 0.5867618268323005)	(8.0, 0.3352353110384072)	(9.0, 0.27091314617624107)	('>10', 1.4724527762710278)	('>50', 0.06298863586319496)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013310_2	(1.0, 63.81281903558923)	(2.0, 18.80792524960544)	(3.0, 7.8134146496456935)	(4.0, 3.652542436026926)	(5.0, 1.8793449871669379)	(6.0, 1.0006438028607567)	(7.0, 0.6697888984651552)	(8.0, 0.3907546221053707)	(9.0, 0.30375856748297336)	('>10', 1.5964997038881021)	('>50', 0.07250804716344955)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013311_1	(1.0, 63.40387197340347)	(2.0, 19.33938946397019)	(3.0, 7.976789186473739)	(4.0, 3.648358262308054)	(5.0, 1.7518242150548413)	(6.0, 0.9749544467523735)	(7.0, 0.5590429301806882)	(8.0, 0.3983851910560909)	(9.0, 0.2964859776576668)	('>10', 1.582018810669764)	('>50', 0.06887954247313029)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013311_2	(1.0, 64.93840899523676)	(2.0, 18.27393315442555)	(3.0, 7.505218285130333)	(4.0, 3.4977136132662503)	(5.0, 1.8292600636706666)	(6.0, 0.9642537974963916)	(7.0, 0.6414070184586532)	(8.0, 0.39205980943126634)	(9.0, 0.27594276897843056)	('>10', 1.594861364866255)	('>50', 0.08694112903947189)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013312_1	(1.0, 64.1475836904321)	(2.0, 18.84945251633959)	(3.0, 7.408116687090893)	(4.0, 3.424307181663707)	(5.0, 1.803339835313136)	(6.0, 1.0334894266160572)	(7.0, 0.6004149623838045)	(8.0, 0.44831454906806506)	(9.0, 0.295579011749308)	('>10', 1.8860989694992454)	('>50', 0.1033031698440973)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013312_2	(1.0, 64.84376455817102)	(2.0, 18.67061770981927)	(3.0, 7.37753973615811)	(4.0, 3.382307208003282)	(5.0, 1.70661766086064)	(6.0, 1.0088564597081457)	(7.0, 0.5753701951577371)	(8.0, 0.3860756024497918)	(9.0, 0.2708429609679042)	('>10', 1.7226184578879342)	('>50', 0.05538945081616692)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013313_1	(1.0, 61.4930145452528)	(2.0, 18.99261490546925)	(3.0, 8.124453580845078)	(4.0, 4.0315388052490855)	(5.0, 2.0933518759044563)	(6.0, 1.204049212521457)	(7.0, 0.7548380923028978)	(8.0, 0.5681684406227028)	(9.0, 0.39522324525680064)	('>10', 2.1795260085332546)	('>50', 0.16322128804218844)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013313_2	(1.0, 62.4074196425738)	(2.0, 18.883357854009592)	(3.0, 8.126138490720185)	(4.0, 3.7761766435624113)	(5.0, 1.9188940175685634)	(6.0, 1.172214425508723)	(7.0, 0.6905297247905231)	(8.0, 0.486252358250076)	(9.0, 0.3460815085907205)	('>10', 2.0459958429414935)	('>50', 0.14693949148390759)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013314_1	(1.0, 58.87179337183203)	(2.0, 20.0325455701099)	(3.0, 8.99553957646412)	(4.0, 4.393432654210655)	(5.0, 2.3640816257281005)	(6.0, 1.3036387365424038)	(7.0, 0.8841284669816171)	(8.0, 0.5269774327723786)	(9.0, 0.4094117153502847)	('>10', 2.0356325217241373)	('>50', 0.16900209834653607)	('>100', 0.01381622993781901)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013314_2	(1.0, 59.81335380853453)	(2.0, 19.2173083105904)	(3.0, 8.742010765589999)	(4.0, 4.338605226494832)	(5.0, 2.386104257024196)	(6.0, 1.4007686043072147)	(7.0, 0.9039978503334928)	(8.0, 0.6070249077869283)	(9.0, 0.3557520765615963)	('>10', 2.0574196197291736)	('>50', 0.16271738634068927)	('>100', 0.014937186706970721)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013315_1	(1.0, 59.24051356025106)	(2.0, 19.232352786385302)	(3.0, 8.812044010535278)	(4.0, 4.594596768157118)	(5.0, 2.5121947376662974)	(6.0, 1.4951825971863528)	(7.0, 0.8710343011039701)	(8.0, 0.627642908411122)	(9.0, 0.41707586281873676)	('>10', 2.0365627967908377)	('>50', 0.16079967069388165)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013315_2	(1.0, 61.689676571896634)	(2.0, 18.722894940786297)	(3.0, 8.35327106404327)	(4.0, 4.258812809756527)	(5.0, 2.2552459686127864)	(6.0, 1.311234991775069)	(7.0, 0.7192213705673766)	(8.0, 0.5261251200556536)	(9.0, 0.3540973831509987)	('>10', 1.7385966692890904)	('>50', 0.07082311006627642)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013316_1	(1.0, 61.877139161067994)	(2.0, 18.927513415745626)	(3.0, 8.076174586718686)	(4.0, 4.068640308124772)	(5.0, 2.1574377219417706)	(6.0, 1.1887188154996822)	(7.0, 0.768769121137305)	(8.0, 0.4806404973285985)	(9.0, 0.32510833485304297)	('>10', 2.0147341649601875)	('>50', 0.1151238726223131)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013316_2	(1.0, 62.04162318687255)	(2.0, 19.10805288888607)	(3.0, 8.401215757683426)	(4.0, 3.896141699269493)	(5.0, 1.9791098821757094)	(6.0, 1.1658586393723518)	(7.0, 0.7236396737354334)	(8.0, 0.4557246003847922)	(9.0, 0.322216220993576)	('>10', 1.7868674158007507)	('>50', 0.11955003482588189)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013317_1	(1.0, 60.25168134782828)	(2.0, 19.216735816080853)	(3.0, 8.413041175476172)	(4.0, 4.2853381850245755)	(5.0, 2.222119431966085)	(6.0, 1.412211579871133)	(7.0, 0.8367193566619966)	(8.0, 0.560873014466966)	(9.0, 0.4076816261946773)	('>10', 2.2000230782933854)	('>50', 0.19357538813589967)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013317_2	(1.0, 63.154248807600524)	(2.0, 18.555041378417474)	(3.0, 7.8098811663358765)	(4.0, 3.7672885949020816)	(5.0, 2.0181200509858908)	(6.0, 1.1688033482113538)	(7.0, 0.7627698588383413)	(8.0, 0.4555622066158218)	(9.0, 0.3023104574701842)	('>10', 1.8980762450018716)	('>50', 0.10789788562052083)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013318_1	(1.0, 65.65291061495896)	(2.0, 18.75122977818256)	(3.0, 6.949292295251765)	(4.0, 3.0523789937551444)	(5.0, 1.5536033423019584)	(6.0, 0.7606624592523353)	(7.0, 0.6093632379758787)	(8.0, 0.3769727840672295)	(9.0, 0.26211906344132696)	('>10', 1.9637062306663025)	('>50', 0.06776120014651646)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013318_2	(1.0, 71.41186839307942)	(2.0, 16.311191329199378)	(3.0, 5.770393202157292)	(4.0, 2.377889218556172)	(5.0, 1.1738273466725833)	(6.0, 0.6400591090535676)	(7.0, 0.3407160917784641)	(8.0, 0.2616218020857632)	(9.0, 0.22438989467007242)	('>10', 1.4316591392794737)	('>50', 0.05638447346784731)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013319_1	(1.0, 67.58559478002165)	(2.0, 18.088397678560337)	(3.0, 6.765841418121163)	(4.0, 2.7353893417880424)	(5.0, 1.3602517091108466)	(6.0, 0.7814695659020945)	(7.0, 0.5354615690643337)	(8.0, 0.34260378565250443)	(9.0, 0.2396008357237305)	('>10', 1.5266664404327097)	('>50', 0.038722875622568036)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013319_2	(1.0, 68.63279422045815)	(2.0, 17.15733366013537)	(3.0, 6.388634747314578)	(4.0, 2.802721782598085)	(5.0, 1.5221374516366937)	(6.0, 0.7749902068578816)	(7.0, 0.5027277736650537)	(8.0, 0.3542358585823131)	(9.0, 0.22126322536776566)	('>10', 1.58202933583177)	('>50', 0.0611317375523349)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
