Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
SRR27013277_1	(30, 287.0)	(40, 763.0)	(50, 919.0)	(60, 1064.0)	(70, 1158.0)	(80, 1445.0)	(90, 1483.0)	(100, 1737.0)	(110, 1932.0)	(120, 2171.0)	(130, 2545.0)	(140, 2868.0)	(150, 3359.0)	(160, 3903.0)	(170, 4494.0)	(180, 5302.0)	(190, 5970.0)	(200, 6750.0)	(210, 7836.0)	(220, 8782.0)	(230, 9655.0)	(240, 10635.0)	(250, 11451.0)	(260, 12419.0)	(270, 12988.0)	(280, 13637.0)	(290, 37821.0)	(300, 328875.0)
SRR27013277_2	(30, 287.0)	(40, 766.0)	(50, 922.0)	(60, 1067.0)	(70, 1154.0)	(80, 1449.0)	(90, 1491.0)	(100, 1736.0)	(110, 1931.0)	(120, 2171.0)	(130, 2556.0)	(140, 2883.0)	(150, 3371.0)	(160, 3908.0)	(170, 4512.0)	(180, 5328.0)	(190, 5981.0)	(200, 6789.0)	(210, 7874.0)	(220, 8812.0)	(230, 9676.0)	(240, 10663.0)	(250, 11449.0)	(260, 12428.0)	(270, 12984.0)	(280, 13541.0)	(290, 27463.0)	(300, 339057.0)
SRR27013278_1	(30, 1190.0)	(40, 3362.0)	(50, 3989.0)	(60, 4152.0)	(70, 4641.0)	(80, 4691.0)	(90, 4947.0)	(100, 5330.0)	(110, 5464.0)	(120, 5990.0)	(130, 6552.0)	(140, 7061.0)	(150, 7605.0)	(160, 8576.0)	(170, 9316.0)	(180, 10274.0)	(190, 11276.0)	(200, 12411.0)	(210, 13412.0)	(220, 14600.0)	(230, 15623.0)	(240, 16852.0)	(250, 17767.0)	(260, 18633.0)	(270, 19087.0)	(280, 19266.0)	(290, 46139.0)	(300, 364461.0)
SRR27013278_2	(30, 1191.0)	(40, 3370.0)	(50, 3994.0)	(60, 4167.0)	(70, 4655.0)	(80, 4701.0)	(90, 4960.0)	(100, 5344.0)	(110, 5486.0)	(120, 6002.0)	(130, 6570.0)	(140, 7088.0)	(150, 7598.0)	(160, 8591.0)	(170, 9345.0)	(180, 10290.0)	(190, 11299.0)	(200, 12413.0)	(210, 13454.0)	(220, 14592.0)	(230, 15622.0)	(240, 16781.0)	(250, 17719.0)	(260, 18552.0)	(270, 18907.0)	(280, 19014.0)	(290, 34060.0)	(300, 376902.0)
SRR27013279_1	(30, 372.0)	(40, 894.0)	(50, 1186.0)	(60, 1423.0)	(70, 1564.0)	(80, 1711.0)	(90, 1959.0)	(100, 2200.0)	(110, 2353.0)	(120, 2768.0)	(130, 3058.0)	(140, 3528.0)	(150, 4203.0)	(160, 4833.0)	(170, 5429.0)	(180, 6239.0)	(190, 7254.0)	(200, 8221.0)	(210, 9246.0)	(220, 10049.0)	(230, 11355.0)	(240, 12257.0)	(250, 13301.0)	(260, 14071.0)	(270, 14834.0)	(280, 15394.0)	(290, 42786.0)	(300, 367028.0)
SRR27013279_2	(30, 369.0)	(40, 896.0)	(50, 1182.0)	(60, 1424.0)	(70, 1567.0)	(80, 1716.0)	(90, 1958.0)	(100, 2214.0)	(110, 2364.0)	(120, 2788.0)	(130, 3066.0)	(140, 3543.0)	(150, 4220.0)	(160, 4838.0)	(170, 5452.0)	(180, 6236.0)	(190, 7272.0)	(200, 8237.0)	(210, 9255.0)	(220, 10048.0)	(230, 11356.0)	(240, 12219.0)	(250, 13245.0)	(260, 13992.0)	(270, 14671.0)	(280, 15135.0)	(290, 30277.0)	(300, 379976.0)
SRR27013280_1	(30, 1027.0)	(40, 2698.0)	(50, 3275.0)	(60, 3689.0)	(70, 3896.0)	(80, 4336.0)	(90, 4673.0)	(100, 4935.0)	(110, 5463.0)	(120, 5879.0)	(130, 6388.0)	(140, 7208.0)	(150, 7964.0)	(160, 8956.0)	(170, 10074.0)	(180, 11078.0)	(190, 12119.0)	(200, 13426.0)	(210, 14623.0)	(220, 15904.0)	(230, 16944.0)	(240, 18213.0)	(250, 19357.0)	(260, 20262.0)	(270, 21014.0)	(280, 21474.0)	(290, 50550.0)	(300, 396014.0)
SRR27013280_2	(30, 1027.0)	(40, 2704.0)	(50, 3288.0)	(60, 3698.0)	(70, 3908.0)	(80, 4355.0)	(90, 4694.0)	(100, 4956.0)	(110, 5475.0)	(120, 5898.0)	(130, 6400.0)	(140, 7218.0)	(150, 7994.0)	(160, 8977.0)	(170, 10119.0)	(180, 11092.0)	(190, 12172.0)	(200, 13469.0)	(210, 14653.0)	(220, 15955.0)	(230, 16967.0)	(240, 18214.0)	(250, 19341.0)	(260, 20216.0)	(270, 20893.0)	(280, 21289.0)	(290, 37696.0)	(300, 408771.0)
SRR27013281_1	(30, 259.0)	(40, 584.0)	(50, 653.0)	(60, 788.0)	(70, 843.0)	(80, 945.0)	(90, 1039.0)	(100, 1131.0)	(110, 1268.0)	(120, 1440.0)	(130, 1696.0)	(140, 1922.0)	(150, 2242.0)	(160, 2569.0)	(170, 2938.0)	(180, 3615.0)	(190, 4062.0)	(200, 4759.0)	(210, 5416.0)	(220, 6182.0)	(230, 6975.0)	(240, 7578.0)	(250, 8265.0)	(260, 9083.0)	(270, 9665.0)	(280, 10177.0)	(290, 33582.0)	(300, 317508.0)
SRR27013281_2	(30, 258.0)	(40, 581.0)	(50, 658.0)	(60, 789.0)	(70, 846.0)	(80, 951.0)	(90, 1045.0)	(100, 1136.0)	(110, 1279.0)	(120, 1445.0)	(130, 1707.0)	(140, 1929.0)	(150, 2258.0)	(160, 2587.0)	(170, 2956.0)	(180, 3621.0)	(190, 4079.0)	(200, 4789.0)	(210, 5433.0)	(220, 6175.0)	(230, 6979.0)	(240, 7540.0)	(250, 8199.0)	(260, 8954.0)	(270, 9423.0)	(280, 9825.0)	(290, 25046.0)	(300, 326696.0)
SRR27013282_1	(30, 960.0)	(40, 2653.0)	(50, 3183.0)	(60, 3454.0)	(70, 3918.0)	(80, 4175.0)	(90, 4420.0)	(100, 4930.0)	(110, 5376.0)	(120, 5910.0)	(130, 6278.0)	(140, 7037.0)	(150, 7667.0)	(160, 8552.0)	(170, 9570.0)	(180, 10444.0)	(190, 11483.0)	(200, 12711.0)	(210, 13570.0)	(220, 14738.0)	(230, 16148.0)	(240, 17036.0)	(250, 17879.0)	(260, 18769.0)	(270, 19538.0)	(280, 19777.0)	(290, 48012.0)	(300, 375697.0)
SRR27013282_2	(30, 956.0)	(40, 2665.0)	(50, 3183.0)	(60, 3466.0)	(70, 3944.0)	(80, 4185.0)	(90, 4429.0)	(100, 4947.0)	(110, 5386.0)	(120, 5916.0)	(130, 6285.0)	(140, 7044.0)	(150, 7680.0)	(160, 8557.0)	(170, 9579.0)	(180, 10457.0)	(190, 11491.0)	(200, 12722.0)	(210, 13596.0)	(220, 14727.0)	(230, 16132.0)	(240, 16996.0)	(250, 17830.0)	(260, 18690.0)	(270, 19349.0)	(280, 19474.0)	(290, 35029.0)	(300, 389170.0)
SRR27013283_1	(30, 5722.0)	(40, 14831.0)	(50, 16449.0)	(60, 16565.0)	(70, 16680.0)	(80, 16343.0)	(90, 16403.0)	(100, 16248.0)	(110, 16089.0)	(120, 16316.0)	(130, 16699.0)	(140, 17000.0)	(150, 18126.0)	(160, 18682.0)	(170, 20000.0)	(180, 20904.0)	(190, 22342.0)	(200, 24192.0)	(210, 25640.0)	(220, 27364.0)	(230, 29121.0)	(240, 30605.0)	(250, 31676.0)	(260, 32354.0)	(270, 32833.0)	(280, 32858.0)	(290, 61826.0)	(300, 407315.0)
SRR27013283_2	(30, 5734.0)	(40, 14876.0)	(50, 16505.0)	(60, 16629.0)	(70, 16746.0)	(80, 16403.0)	(90, 16473.0)	(100, 16328.0)	(110, 16156.0)	(120, 16423.0)	(130, 16763.0)	(140, 17088.0)	(150, 18187.0)	(160, 18773.0)	(170, 20070.0)	(180, 21015.0)	(190, 22444.0)	(200, 24282.0)	(210, 25763.0)	(220, 27450.0)	(230, 29268.0)	(240, 30678.0)	(250, 31750.0)	(260, 32493.0)	(270, 32797.0)	(280, 32675.0)	(290, 48080.0)	(300, 419334.0)
SRR27013284_1	(30, 4699.0)	(40, 13144.0)	(50, 14986.0)	(60, 15664.0)	(70, 15543.0)	(80, 15735.0)	(90, 15603.0)	(100, 15637.0)	(110, 15860.0)	(120, 15865.0)	(130, 16349.0)	(140, 16807.0)	(150, 17797.0)	(160, 18773.0)	(170, 19917.0)	(180, 21284.0)	(190, 22952.0)	(200, 24537.0)	(210, 26552.0)	(220, 27693.0)	(230, 29855.0)	(240, 31568.0)	(250, 32707.0)	(260, 33652.0)	(270, 33897.0)	(280, 33784.0)	(290, 63754.0)	(300, 422343.0)
SRR27013284_2	(30, 4726.0)	(40, 13200.0)	(50, 15022.0)	(60, 15746.0)	(70, 15616.0)	(80, 15788.0)	(90, 15679.0)	(100, 15695.0)	(110, 15904.0)	(120, 15922.0)	(130, 16399.0)	(140, 16878.0)	(150, 17826.0)	(160, 18807.0)	(170, 19989.0)	(180, 21331.0)	(190, 22991.0)	(200, 24572.0)	(210, 26548.0)	(220, 27713.0)	(230, 29795.0)	(240, 31438.0)	(250, 32597.0)	(260, 33420.0)	(270, 33562.0)	(280, 33300.0)	(290, 49505.0)	(300, 436988.0)
SRR27013285_1	(30, 4950.0)	(40, 13417.0)	(50, 15271.0)	(60, 15538.0)	(70, 15345.0)	(80, 15049.0)	(90, 14966.0)	(100, 15212.0)	(110, 14797.0)	(120, 14872.0)	(130, 15216.0)	(140, 15436.0)	(150, 16216.0)	(160, 16924.0)	(170, 17902.0)	(180, 18960.0)	(190, 20091.0)	(200, 21300.0)	(210, 23113.0)	(220, 25071.0)	(230, 25921.0)	(240, 27369.0)	(250, 28487.0)	(260, 29152.0)	(270, 29306.0)	(280, 29345.0)	(290, 56454.0)	(300, 378580.0)
SRR27013285_2	(30, 4968.0)	(40, 13454.0)	(50, 15305.0)	(60, 15565.0)	(70, 15404.0)	(80, 15115.0)	(90, 15014.0)	(100, 15231.0)	(110, 14805.0)	(120, 14892.0)	(130, 15256.0)	(140, 15443.0)	(150, 16225.0)	(160, 16933.0)	(170, 17907.0)	(180, 18991.0)	(190, 20056.0)	(200, 21288.0)	(210, 23050.0)	(220, 25037.0)	(230, 25852.0)	(240, 27252.0)	(250, 28243.0)	(260, 28872.0)	(270, 28804.0)	(280, 28685.0)	(290, 43539.0)	(300, 393074.0)
SRR27013286_1	(30, 3499.0)	(40, 9190.0)	(50, 10475.0)	(60, 10904.0)	(70, 10711.0)	(80, 10690.0)	(90, 10883.0)	(100, 10862.0)	(110, 10890.0)	(120, 11082.0)	(130, 11372.0)	(140, 11735.0)	(150, 12449.0)	(160, 12981.0)	(170, 13889.0)	(180, 15006.0)	(190, 16325.0)	(200, 17661.0)	(210, 18805.0)	(220, 20111.0)	(230, 21876.0)	(240, 22968.0)	(250, 24246.0)	(260, 25720.0)	(270, 26364.0)	(280, 26770.0)	(290, 57229.0)	(300, 415926.0)
SRR27013286_2	(30, 3504.0)	(40, 9221.0)	(50, 10486.0)	(60, 10962.0)	(70, 10742.0)	(80, 10739.0)	(90, 10926.0)	(100, 10905.0)	(110, 10919.0)	(120, 11113.0)	(130, 11426.0)	(140, 11738.0)	(150, 12479.0)	(160, 13001.0)	(170, 13894.0)	(180, 15048.0)	(190, 16349.0)	(200, 17702.0)	(210, 18836.0)	(220, 20128.0)	(230, 21877.0)	(240, 22928.0)	(250, 24136.0)	(260, 25583.0)	(270, 26171.0)	(280, 26427.0)	(290, 43101.0)	(300, 430278.0)
SRR27013287_1	(30, 525.0)	(40, 1493.0)	(50, 1789.0)	(60, 2061.0)	(70, 2332.0)	(80, 2649.0)	(90, 2845.0)	(100, 3050.0)	(110, 3536.0)	(120, 3818.0)	(130, 4345.0)	(140, 4702.0)	(150, 5446.0)	(160, 6425.0)	(170, 6929.0)	(180, 7945.0)	(190, 8846.0)	(200, 10025.0)	(210, 10941.0)	(220, 12113.0)	(230, 12847.0)	(240, 14020.0)	(250, 14880.0)	(260, 15743.0)	(270, 16617.0)	(280, 16918.0)	(290, 42862.0)	(300, 349870.0)
SRR27013287_2	(30, 525.0)	(40, 1497.0)	(50, 1790.0)	(60, 2066.0)	(70, 2337.0)	(80, 2663.0)	(90, 2858.0)	(100, 3072.0)	(110, 3548.0)	(120, 3832.0)	(130, 4363.0)	(140, 4717.0)	(150, 5463.0)	(160, 6451.0)	(170, 6943.0)	(180, 7985.0)	(190, 8874.0)	(200, 10052.0)	(210, 10989.0)	(220, 12149.0)	(230, 12872.0)	(240, 14039.0)	(250, 14908.0)	(260, 15755.0)	(270, 16591.0)	(280, 16848.0)	(290, 31532.0)	(300, 360853.0)
SRR27013288_1	(30, 442.0)	(40, 1254.0)	(50, 1487.0)	(60, 1764.0)	(70, 1850.0)	(80, 2109.0)	(90, 2354.0)	(100, 2573.0)	(110, 2901.0)	(120, 3387.0)	(130, 3600.0)	(140, 3981.0)	(150, 4634.0)	(160, 5139.0)	(170, 5906.0)	(180, 6563.0)	(190, 7432.0)	(200, 8253.0)	(210, 9127.0)	(220, 9815.0)	(230, 10895.0)	(240, 11695.0)	(250, 12559.0)	(260, 13035.0)	(270, 13680.0)	(280, 14165.0)	(290, 37859.0)	(300, 320446.0)
SRR27013288_2	(30, 441.0)	(40, 1256.0)	(50, 1490.0)	(60, 1769.0)	(70, 1853.0)	(80, 2119.0)	(90, 2370.0)	(100, 2581.0)	(110, 2913.0)	(120, 3395.0)	(130, 3615.0)	(140, 3988.0)	(150, 4649.0)	(160, 5168.0)	(170, 5918.0)	(180, 6588.0)	(190, 7471.0)	(200, 8263.0)	(210, 9176.0)	(220, 9841.0)	(230, 10922.0)	(240, 11716.0)	(250, 12620.0)	(260, 13024.0)	(270, 13679.0)	(280, 14099.0)	(290, 27366.0)	(300, 330615.0)
SRR27013289_1	(30, 947.0)	(40, 2519.0)	(50, 3055.0)	(60, 3421.0)	(70, 3851.0)	(80, 4183.0)	(90, 4391.0)	(100, 4872.0)	(110, 5250.0)	(120, 5667.0)	(130, 6266.0)	(140, 6942.0)	(150, 7660.0)	(160, 8321.0)	(170, 9404.0)	(180, 10237.0)	(190, 11235.0)	(200, 12486.0)	(210, 13527.0)	(220, 14654.0)	(230, 15382.0)	(240, 16303.0)	(250, 17221.0)	(260, 17948.0)	(270, 18806.0)	(280, 19212.0)	(290, 47586.0)	(300, 388998.0)
SRR27013289_2	(30, 947.0)	(40, 2522.0)	(50, 3068.0)	(60, 3439.0)	(70, 3877.0)	(80, 4196.0)	(90, 4411.0)	(100, 4895.0)	(110, 5263.0)	(120, 5690.0)	(130, 6276.0)	(140, 6956.0)	(150, 7679.0)	(160, 8358.0)	(170, 9439.0)	(180, 10267.0)	(190, 11250.0)	(200, 12544.0)	(210, 13560.0)	(220, 14690.0)	(230, 15372.0)	(240, 16290.0)	(250, 17205.0)	(260, 17845.0)	(270, 18706.0)	(280, 18999.0)	(290, 34892.0)	(300, 401708.0)
SRR27013290_1	(30, 3208.0)	(40, 8927.0)	(50, 10063.0)	(60, 10495.0)	(70, 10673.0)	(80, 10877.0)	(90, 10940.0)	(100, 11114.0)	(110, 11133.0)	(120, 12005.0)	(130, 12475.0)	(140, 12628.0)	(150, 13601.0)	(160, 14033.0)	(170, 15211.0)	(180, 16123.0)	(190, 16814.0)	(200, 17959.0)	(210, 19448.0)	(220, 20545.0)	(230, 21166.0)	(240, 22260.0)	(250, 23093.0)	(260, 23541.0)	(270, 23813.0)	(280, 24256.0)	(290, 50637.0)	(300, 365360.0)
SRR27013290_2	(30, 3213.0)	(40, 8936.0)	(50, 10090.0)	(60, 10534.0)	(70, 10708.0)	(80, 10917.0)	(90, 10971.0)	(100, 11127.0)	(110, 11164.0)	(120, 12052.0)	(130, 12523.0)	(140, 12683.0)	(150, 13634.0)	(160, 14058.0)	(170, 15230.0)	(180, 16155.0)	(190, 16858.0)	(200, 17988.0)	(210, 19488.0)	(220, 20616.0)	(230, 21213.0)	(240, 22304.0)	(250, 23114.0)	(260, 23565.0)	(270, 23723.0)	(280, 24027.0)	(290, 38857.0)	(300, 376650.0)
SRR27013291_1	(30, 6061.0)	(40, 16723.0)	(50, 18816.0)	(60, 19113.0)	(70, 19591.0)	(80, 19232.0)	(90, 18999.0)	(100, 19119.0)	(110, 18596.0)	(120, 18789.0)	(130, 18729.0)	(140, 18908.0)	(150, 19540.0)	(160, 20049.0)	(170, 20692.0)	(180, 21712.0)	(190, 22176.0)	(200, 23667.0)	(210, 24628.0)	(220, 25923.0)	(230, 26402.0)	(240, 27916.0)	(250, 28255.0)	(260, 29111.0)	(270, 28988.0)	(280, 28920.0)	(290, 57067.0)	(300, 387966.0)
SRR27013291_2	(30, 6079.0)	(40, 16781.0)	(50, 18892.0)	(60, 19177.0)	(70, 19666.0)	(80, 19311.0)	(90, 19083.0)	(100, 19181.0)	(110, 18667.0)	(120, 18843.0)	(130, 18801.0)	(140, 18974.0)	(150, 19600.0)	(160, 20104.0)	(170, 20737.0)	(180, 21791.0)	(190, 22228.0)	(200, 23711.0)	(210, 24743.0)	(220, 25929.0)	(230, 26428.0)	(240, 27908.0)	(250, 28196.0)	(260, 29032.0)	(270, 28720.0)	(280, 28604.0)	(290, 43970.0)	(300, 400532.0)
SRR27013292_1	(30, 280.0)	(40, 363.0)	(50, 481.0)	(60, 483.0)	(70, 536.0)	(80, 682.0)	(90, 771.0)	(100, 885.0)	(110, 1026.0)	(120, 1250.0)	(130, 1420.0)	(140, 1786.0)	(150, 2093.0)	(160, 2451.0)	(170, 3071.0)	(180, 3567.0)	(190, 4263.0)	(200, 4923.0)	(210, 5852.0)	(220, 6396.0)	(230, 7042.0)	(240, 8119.0)	(250, 8885.0)	(260, 9670.0)	(270, 10277.0)	(280, 10933.0)	(290, 33336.0)	(300, 308188.0)
SRR27013292_2	(30, 271.0)	(40, 361.0)	(50, 482.0)	(60, 478.0)	(70, 537.0)	(80, 680.0)	(90, 774.0)	(100, 889.0)	(110, 1030.0)	(120, 1261.0)	(130, 1426.0)	(140, 1781.0)	(150, 2096.0)	(160, 2454.0)	(170, 3076.0)	(180, 3553.0)	(190, 4251.0)	(200, 4900.0)	(210, 5820.0)	(220, 6351.0)	(230, 6984.0)	(240, 7982.0)	(250, 8640.0)	(260, 9355.0)	(270, 9772.0)	(280, 10282.0)	(290, 24906.0)	(300, 318637.0)
SRR27013293_1	(30, 3993.0)	(40, 10718.0)	(50, 12070.0)	(60, 12408.0)	(70, 13074.0)	(80, 13072.0)	(90, 13569.0)	(100, 13623.0)	(110, 13952.0)	(120, 14441.0)	(130, 15258.0)	(140, 16061.0)	(150, 17016.0)	(160, 18104.0)	(170, 19166.0)	(180, 20334.0)	(190, 21630.0)	(200, 23302.0)	(210, 25042.0)	(220, 25934.0)	(230, 27535.0)	(240, 29087.0)	(250, 29693.0)	(260, 30757.0)	(270, 30686.0)	(280, 31077.0)	(290, 61853.0)	(300, 432254.0)
SRR27013293_2	(30, 4004.0)	(40, 10757.0)	(50, 12110.0)	(60, 12476.0)	(70, 13116.0)	(80, 13125.0)	(90, 13632.0)	(100, 13700.0)	(110, 14023.0)	(120, 14501.0)	(130, 15328.0)	(140, 16091.0)	(150, 17086.0)	(160, 18150.0)	(170, 19249.0)	(180, 20419.0)	(190, 21743.0)	(200, 23400.0)	(210, 25095.0)	(220, 26020.0)	(230, 27623.0)	(240, 29140.0)	(250, 29721.0)	(260, 30790.0)	(270, 30651.0)	(280, 30866.0)	(290, 47819.0)	(300, 445074.0)
SRR27013294_1	(30, 5012.0)	(40, 13389.0)	(50, 14811.0)	(60, 15710.0)	(70, 15508.0)	(80, 15413.0)	(90, 15755.0)	(100, 15937.0)	(110, 16168.0)	(120, 16370.0)	(130, 16459.0)	(140, 17226.0)	(150, 17888.0)	(160, 18751.0)	(170, 19837.0)	(180, 20798.0)	(190, 22051.0)	(200, 23508.0)	(210, 24464.0)	(220, 26226.0)	(230, 27233.0)	(240, 28315.0)	(250, 29062.0)	(260, 29850.0)	(270, 29990.0)	(280, 29840.0)	(290, 58273.0)	(300, 401894.0)
SRR27013294_2	(30, 5013.0)	(40, 13383.0)	(50, 14834.0)	(60, 15754.0)	(70, 15530.0)	(80, 15439.0)	(90, 15802.0)	(100, 15978.0)	(110, 16176.0)	(120, 16379.0)	(130, 16476.0)	(140, 17230.0)	(150, 17881.0)	(160, 18765.0)	(170, 19828.0)	(180, 20790.0)	(190, 21951.0)	(200, 23437.0)	(210, 24402.0)	(220, 26046.0)	(230, 27044.0)	(240, 27967.0)	(250, 28582.0)	(260, 29264.0)	(270, 29227.0)	(280, 28926.0)	(290, 44752.0)	(300, 418882.0)
SRR27013295_1	(30, 4156.0)	(40, 10968.0)	(50, 11539.0)	(60, 11992.0)	(70, 11602.0)	(80, 11580.0)	(90, 11415.0)	(100, 11047.0)	(110, 11055.0)	(120, 11033.0)	(130, 11171.0)	(140, 11062.0)	(150, 11364.0)	(160, 11917.0)	(170, 12412.0)	(180, 12755.0)	(190, 13296.0)	(200, 14618.0)	(210, 15301.0)	(220, 16438.0)	(230, 17208.0)	(240, 18223.0)	(250, 18974.0)	(260, 19411.0)	(270, 19550.0)	(280, 19642.0)	(290, 40468.0)	(300, 287322.0)
SRR27013295_2	(30, 4185.0)	(40, 11031.0)	(50, 11604.0)	(60, 12048.0)	(70, 11692.0)	(80, 11646.0)	(90, 11482.0)	(100, 11087.0)	(110, 11110.0)	(120, 11103.0)	(130, 11235.0)	(140, 11102.0)	(150, 11418.0)	(160, 11960.0)	(170, 12485.0)	(180, 12859.0)	(190, 13358.0)	(200, 14700.0)	(210, 15369.0)	(220, 16457.0)	(230, 17223.0)	(240, 18239.0)	(250, 18959.0)	(260, 19366.0)	(270, 19541.0)	(280, 19524.0)	(290, 33971.0)	(300, 292765.0)
SRR27013296_1	(30, 2747.0)	(40, 7318.0)	(50, 7955.0)	(60, 8131.0)	(70, 8153.0)	(80, 8179.0)	(90, 8066.0)	(100, 7983.0)	(110, 8106.0)	(120, 8367.0)	(130, 8179.0)	(140, 8630.0)	(150, 8877.0)	(160, 9348.0)	(170, 9730.0)	(180, 10333.0)	(190, 10807.0)	(200, 11492.0)	(210, 12124.0)	(220, 12714.0)	(230, 13408.0)	(240, 14122.0)	(250, 14624.0)	(260, 15048.0)	(270, 15301.0)	(280, 15135.0)	(290, 32739.0)	(300, 243722.0)
SRR27013296_2	(30, 2770.0)	(40, 7369.0)	(50, 8002.0)	(60, 8171.0)	(70, 8210.0)	(80, 8219.0)	(90, 8122.0)	(100, 8037.0)	(110, 8156.0)	(120, 8404.0)	(130, 8224.0)	(140, 8688.0)	(150, 8913.0)	(160, 9394.0)	(170, 9797.0)	(180, 10388.0)	(190, 10867.0)	(200, 11538.0)	(210, 12186.0)	(220, 12715.0)	(230, 13389.0)	(240, 14124.0)	(250, 14617.0)	(260, 15003.0)	(270, 15228.0)	(280, 15028.0)	(290, 27305.0)	(300, 248474.0)
SRR27013297_1	(30, 5921.0)	(40, 15215.0)	(50, 16656.0)	(60, 16946.0)	(70, 17027.0)	(80, 16622.0)	(90, 16256.0)	(100, 16089.0)	(110, 15896.0)	(120, 16050.0)	(130, 16144.0)	(140, 16335.0)	(150, 16768.0)	(160, 17352.0)	(170, 17436.0)	(180, 18262.0)	(190, 19229.0)	(200, 20148.0)	(210, 21334.0)	(220, 22526.0)	(230, 23005.0)	(240, 23899.0)	(250, 23775.0)	(260, 24071.0)	(270, 23430.0)	(280, 22376.0)	(290, 46115.0)	(300, 299112.0)
SRR27013297_2	(30, 5922.0)	(40, 15204.0)	(50, 16589.0)	(60, 16940.0)	(70, 17015.0)	(80, 16581.0)	(90, 16243.0)	(100, 16007.0)	(110, 15855.0)	(120, 15983.0)	(130, 16093.0)	(140, 16264.0)	(150, 16700.0)	(160, 17235.0)	(170, 17373.0)	(180, 18189.0)	(190, 19128.0)	(200, 20033.0)	(210, 21248.0)	(220, 22323.0)	(230, 22840.0)	(240, 23553.0)	(250, 23390.0)	(260, 23261.0)	(270, 22169.0)	(280, 20910.0)	(290, 31395.0)	(300, 319552.0)
SRR27013298_1	(30, 4795.0)	(40, 12647.0)	(50, 14010.0)	(60, 14389.0)	(70, 14840.0)	(80, 14745.0)	(90, 14893.0)	(100, 15135.0)	(110, 15336.0)	(120, 15641.0)	(130, 16220.0)	(140, 16954.0)	(150, 17768.0)	(160, 19257.0)	(170, 20189.0)	(180, 21398.0)	(190, 22811.0)	(200, 23712.0)	(210, 25021.0)	(220, 25214.0)	(230, 25580.0)	(240, 25160.0)	(250, 24804.0)	(260, 23789.0)	(270, 22589.0)	(280, 20949.0)	(290, 39610.0)	(300, 237802.0)
SRR27013298_2	(30, 4840.0)	(40, 12778.0)	(50, 14141.0)	(60, 14584.0)	(70, 14907.0)	(80, 14835.0)	(90, 14933.0)	(100, 15211.0)	(110, 15430.0)	(120, 15749.0)	(130, 16322.0)	(140, 17026.0)	(150, 17822.0)	(160, 19277.0)	(170, 20201.0)	(180, 21398.0)	(190, 22716.0)	(200, 23488.0)	(210, 24736.0)	(220, 24765.0)	(230, 24942.0)	(240, 24098.0)	(250, 23102.0)	(260, 21743.0)	(270, 20106.0)	(280, 18363.0)	(290, 24845.0)	(300, 262900.0)
SRR27013299_1	(30, 6211.0)	(40, 16482.0)	(50, 17982.0)	(60, 18588.0)	(70, 18452.0)	(80, 18040.0)	(90, 17892.0)	(100, 17734.0)	(110, 17382.0)	(120, 17287.0)	(130, 17261.0)	(140, 17167.0)	(150, 17023.0)	(160, 17572.0)	(170, 17950.0)	(180, 18259.0)	(190, 18969.0)	(200, 19692.0)	(210, 20415.0)	(220, 21490.0)	(230, 22186.0)	(240, 22544.0)	(250, 22557.0)	(260, 22420.0)	(270, 22121.0)	(280, 21285.0)	(290, 43609.0)	(300, 282401.0)
SRR27013299_2	(30, 6244.0)	(40, 16529.0)	(50, 18013.0)	(60, 18626.0)	(70, 18493.0)	(80, 18063.0)	(90, 17921.0)	(100, 17746.0)	(110, 17403.0)	(120, 17328.0)	(130, 17263.0)	(140, 17145.0)	(150, 17003.0)	(160, 17540.0)	(170, 17873.0)	(180, 18217.0)	(190, 18904.0)	(200, 19588.0)	(210, 20298.0)	(220, 21323.0)	(230, 21979.0)	(240, 22254.0)	(250, 22033.0)	(260, 21567.0)	(270, 20873.0)	(280, 19813.0)	(290, 29535.0)	(300, 301397.0)
SRR27013300_1	(30, 2936.0)	(40, 7608.0)	(50, 8627.0)	(60, 8918.0)	(70, 9313.0)	(80, 9512.0)	(90, 9794.0)	(100, 9883.0)	(110, 10284.0)	(120, 10809.0)	(130, 11248.0)	(140, 12113.0)	(150, 12770.0)	(160, 13907.0)	(170, 15078.0)	(180, 16014.0)	(190, 17291.0)	(200, 18652.0)	(210, 19665.0)	(220, 20576.0)	(230, 20784.0)	(240, 21630.0)	(250, 21290.0)	(260, 20993.0)	(270, 20482.0)	(280, 19642.0)	(290, 42192.0)	(300, 271897.0)
SRR27013300_2	(30, 2951.0)	(40, 7632.0)	(50, 8679.0)	(60, 9044.0)	(70, 9331.0)	(80, 9502.0)	(90, 9813.0)	(100, 9887.0)	(110, 10303.0)	(120, 10812.0)	(130, 11256.0)	(140, 12139.0)	(150, 12778.0)	(160, 13922.0)	(170, 15019.0)	(180, 15926.0)	(190, 17117.0)	(200, 18589.0)	(210, 19382.0)	(220, 20180.0)	(230, 20313.0)	(240, 20699.0)	(250, 19810.0)	(260, 19162.0)	(270, 18148.0)	(280, 17109.0)	(290, 25341.0)	(300, 299064.0)
